道具ID,道具代码,道具英文名称,项目类型类型,价格,项目天数,简短描述,道具中文名称,详细描述
9000049101,I0294,CF baby event namecard 30day,F,3000,30,CF baby event namecard 30day,火线宝贝，唤醒自我,使用后将名称背景显示为“火线宝贝，唤醒自我”名片。
2010029701,C0308,M4A1-Sakura 7day,W,5800,7,M4A1-Sakura 7day,M4A1-樱,M4A1的珍藏加强版，拥有35发弹匣容量以及战术消音器，美丽的樱花为这把枪披上神秘的东方战袍。
2010029801,C0309,AK47-A-Ultimate Silver 7day,W,1600,7,AK47-A 7day,AK47-狼牙,AK47的限量加强版，使用36发弹匣并加装了刺刀，耀眼的银色外观让整把枪看似锋利的狼牙，刺穿每一个敌人！
2010029802,C0309,AK47-A-Ultimate Silver 30day,W,4900,30,AK47-A-Ultimate Silver 30day,AK47-狼牙,AK47的限量加强版，使用36发弹匣并加装了刺刀，耀眼的银色外观让整把枪看似锋利的狼牙，刺穿每一个敌人！
2010029803,C0309,AK47-A-Ultimate Silver 90day,W,8000,90,AK47-A-Ultimate Silver 90day,AK47-狼牙,AK47的限量加强版，使用36发弹匣并加装了刺刀，耀眼的银色外观让整把枪看似锋利的狼牙，刺穿每一个敌人！
2010029804,C0309,AK47-A-Ultimate Silver 180day,W,10000,180,AK47-A-Ultimate Silver 180day,AK47-狼牙,AK47的限量加强版，使用36发弹匣并加装了刺刀，耀眼的银色外观让整把枪看似锋利的狼牙，刺穿每一个敌人！
2010029901,C0310,SCAR-Light Red Dragon 7day,W,1490,7,SCAR-Light Red Dragon 7day,红龙 SCAR Light,特种部队专用突击步枪SCAR-Light的限量加强型，拥有38发子弹的红龙版本非常强势！
2010029902,C0310,SCAR-Light Red Dragon 30day,W,4390,30,SCAR-Light Red Dragon 30day,红龙 SCAR Light,特种部队专用突击步枪SCAR-Light的限量加强型，拥有38发子弹的红龙版本非常强势！
2010029903,C0310,SCAR-Light Red Dragon 90day,W,7000,90,SCAR-Light Red Dragon 90day,红龙 SCAR Light,特种部队专用突击步枪SCAR-Light的限量加强型，拥有38发子弹的红龙版本非常强势！
2010029904,C0310,SCAR-Light Red Dragon 180day,W,8800,180,SCAR-Light Red Dragon 180day,红龙 SCAR Light,特种部队专用突击步枪SCAR-Light的限量加强型，拥有38发子弹的红龙版本非常强势！
2010030001,C0311,Knuckle 7day,W,1200,7,Knuckle 7day,军用指虎,"最轻的近战武器,套在使用者的四指上，能对敌人实施迅猛凶狠的打击！快如流星、势如闪电!"
2010030002,C0311,Knuckle 30day,W,3600,30,Knuckle 30day,军用指虎,"最轻的近战武器,套在使用者的四指上，能对敌人实施迅猛凶狠的打击！快如流星、势如闪电!"
2010030003,C0311,Knuckle 90day,W,7000,90,Knuckle 90day,军用指虎,"最轻的近战武器,套在使用者的四指上，能对敌人实施迅猛凶狠的打击！快如流星、势如闪电!"
2010030004,C0311,Knuckle 180day,W,9000,180,Knuckle 180day,军用指虎,"最轻的近战武器,套在使用者的四指上，能对敌人实施迅猛凶狠的打击！快如流星、势如闪电!"
9000049201,I0295,Extra Mission,F,300,999999999,Extra Mission,悬赏任务卡,"购买后可以自主选择任务内容和奖励，可以在个人仓库中查看。
小提示：悬赏任务卡中的任务可以与每日任务同时进行，并增加单月任务完成率。"
9000049301,I0296,EXP Plus 80% 1day,F,999999999,1,EXP Plus 80% 1day,经验加成卡,获取经验值的速度提高 80%
9000049401,I0297,Badge Plus 100% 1day,F,999999999,1,Badge Plus 100% 1day,徽章加成卡,使用后，徽章任务中的杀敌数按双倍记录，更快获得徽章！
1000001401,A0014,JON,C,5800,999999999,JON,曼陀罗,有一支被称为“死亡连队”的神秘女子部队，她们以镰刀死神作为自己的徽章。被这支部队锁定的目标，都像是受到了死亡女神的审判，从没有人能从她们手下生还。随着这支女子部队的影响力越来越大，人们终于得知了她们的名字：她们是一群优雅的冷血杀手，她们的名字散发着华丽的恐怖，她们是一朵朵死亡之花——“曼陀罗”！
1010042801,B0367,JON DEFAULT FACE,D,0,999999999,JON DEFAULT FACE,JON DEFAULT FACE,JON DEFAULT FACE
1010042401,B0363,JON DEFAULT HAIR,D,0,999999999,JON DEFAULT HAIR,JON DEFAULT HAIR,JON DEFAULT HAIR
1010042501,B0364,JON DEFAULT HOLSTER,D,0,999999999,JON DEFAULT HOLSTER,JON DEFAULT HOLSTER,JON DEFAULT HOLSTER
1010042601,B0365,JON DEFAULT BACKKNIFE,D,0,999999999,JON DEFAULT BACKKNIFE,JON DEFAULT BACKKNIFE,JON DEFAULT BACKKNIFE
1010042701,B0366,welding helmet 7day,D,1500,7,welding helmet 7day,电焊头盔,劳动最光荣，今天没带焊枪，试试我的子弹吧！装备后经验值+10%
1010042702,B0366,welding helmet 30day,D,1500,30,welding helmet 30day,电焊头盔,劳动最光荣，今天没带焊枪，试试我的子弹吧！装备后经验值+10%
9000049501,I0298,Moms day namecard 7day,F,1100,7,Moms day namecard 7day,母亲节名片,母亲节专属名片。使用后将名称背景显示为母亲节名片。
9000049502,I0298,Moms day namecard 30day,F,1100,30,Moms day namecard 30day,母亲节名片,母亲节专属名片。使用后将名称背景显示为母亲节名片。
9000049601,I0299,Moms day spray 7day,F,1200,7,Moms day spray 7day,母亲节喷图,母亲节专属喷图。装备后在游戏中按T键使用。
9000049602,I0299,Moms day spray 30day,F,1200,30,Moms day spray 30day,母亲节喷图,母亲节专属喷图。装备后在游戏中按T键使用。
2010030101,C0312,M1A1 Carbine 7day,W,1300,7,M1A1 Carbine 7day,M1A1卡宾枪,为美军空降部队订制的步枪，也被称为“伞兵枪”。配备折叠式枪托，轻巧精悍。由于产量很小，该枪十分稀有，是具有高收藏价值的世界名枪。
2010030102,C0312,M1A1 Carbine 30day,W,3900,30,M1A1 Carbine 30day,M1A1卡宾枪,为美军空降部队订制的步枪，也被称为“伞兵枪”。配备折叠式枪托，轻巧精悍。由于产量很小，该枪十分稀有，是具有高收藏价值的世界名枪。
2010030103,C0312,M1A1 Carbine 90day,W,6800,90,M1A1 Carbine 90day,M1A1卡宾枪,为美军空降部队订制的步枪，也被称为“伞兵枪”。配备折叠式枪托，轻巧精悍。由于产量很小，该枪十分稀有，是具有高收藏价值的世界名枪。
2010030104,C0312,M1A1 Carbine 180day,W,8200,180,M1A1 Carbine 180day,M1A1卡宾枪,为美军空降部队订制的步枪，也被称为“伞兵枪”。配备折叠式枪托，轻巧精悍。由于产量很小，该枪十分稀有，是具有高收藏价值的世界名枪。
2010030201,C0313,Tantal Wz.88 7day,W,1200,7,Tantal Wz.88 7day,钽式步枪,波兰制式步枪，以AK为设计原型，两脚架的设计使其外形更具特点，也使得该枪在静态射击、移动射击时都具有很高的稳定性，点射能力优秀。
2010030202,C0313,Tantal Wz.88 30day,W,3600,30,Tantal Wz.88 30day,钽式步枪,波兰制式步枪，以AK为设计原型，两脚架的设计使其外形更具特点，也使得该枪在静态射击、移动射击时都具有很高的稳定性，点射能力优秀。
2010030203,C0313,Tantal Wz.88 90day,W,5800,90,Tantal Wz.88 90day,钽式步枪,波兰制式步枪，以AK为设计原型，两脚架的设计使其外形更具特点，也使得该枪在静态射击、移动射击时都具有很高的稳定性，点射能力优秀。
2010030204,C0313,Tantal Wz.88 180day,W,7800,180,Tantal Wz.88 180day,钽式步枪,波兰制式步枪，以AK为设计原型，两脚架的设计使其外形更具特点，也使得该枪在静态射击、移动射击时都具有很高的稳定性，点射能力优秀。
2010030301,C0314,sterling 7day,W,1000,7,sterling 7day,斯特林冲锋枪,“斯特林”是大名鼎鼎的英军制式冲锋枪“斯登”的改良版，特点是火力强大且易上手。射击时冒出的夸张火焰，似乎要吞噬所有敌人。
2010030302,C0314,sterling 30day,W,3000,30,sterling 30day,斯特林冲锋枪,“斯特林”是大名鼎鼎的英军制式冲锋枪“斯登”的改良版，特点是火力强大且易上手。射击时冒出的夸张火焰，似乎要吞噬所有敌人。
2010030303,C0314,sterling 90day,W,5500,90,sterling 90day,斯特林冲锋枪,“斯特林”是大名鼎鼎的英军制式冲锋枪“斯登”的改良版，特点是火力强大且易上手。射击时冒出的夸张火焰，似乎要吞噬所有敌人。
2010030304,C0314,sterling 180day,W,7000,180,sterling 180day,斯特林冲锋枪,“斯特林”是大名鼎鼎的英军制式冲锋枪“斯登”的改良版，特点是火力强大且易上手。射击时冒出的夸张火焰，似乎要吞噬所有敌人。
2010030401,C0315,WA2000 7day,W,1300,7,WA2000 7day,瓦尔特WA2000,瓦尔特公司研发的半自动狙击步枪，无托设计更加方便了狙击手的移动和隐匿，推出后大受欢迎。WA2000具有很高的精度，由于使用“300温彻斯特-马格南”口径标准，杀伤力惊人，立刻毙命！
2010030402,C0315,WA2000 30day,W,3900,30,WA2000 30day,瓦尔特WA2000,瓦尔特公司研发的半自动狙击步枪，无托设计更加方便了狙击手的移动和隐匿，推出后大受欢迎。WA2000具有很高的精度，由于使用“301温彻斯特-马格南”口径标准，杀伤力惊人，立刻毙命！
2010030403,C0315,WA2000 90day,W,6800,90,WA2000 90day,瓦尔特WA2000,瓦尔特公司研发的半自动狙击步枪，无托设计更加方便了狙击手的移动和隐匿，推出后大受欢迎。WA2000具有很高的精度，由于使用“302温彻斯特-马格南”口径标准，杀伤力惊人，立刻毙命！
2010030404,C0315,WA2000 180day,W,8200,180,WA2000 180day,瓦尔特WA2000,瓦尔特公司研发的半自动狙击步枪，无托设计更加方便了狙击手的移动和隐匿，推出后大受欢迎。WA2000具有很高的精度，由于使用“303温彻斯特-马格南”口径标准，杀伤力惊人，立刻毙命！
2010030501,C0316,xionghuang jiu grenade 7day ,W,1000,7,xionghuang jiu grenade 7day ,雄黄酒手雷,端午节特制生化手雷，除了辟邪还能杀敌，敌人皆醉我独醒！生化专用，对生化幽灵造成更高伤害！
2010030502,C0316,xionghuang jiu grenade 30day,W,2800,30,xionghuang jiu grenade 30day,雄黄酒手雷,端午节特制生化手雷，除了辟邪还能杀敌，敌人皆醉我独醒！生化专用，对生化幽灵造成更高伤害！
2010030601,C0317,candy grenade 7day,W,5800,7,candy grenade 7day,糖果手雷,看上去就很好吃的样子，是专门为敌人准备的爆炸糖果！
2010030602,C0317,candy grenade 30day,W,1500,30,candy grenade 30day,糖果手雷,看上去就很好吃的样子，是专门为敌人准备的爆炸糖果！
2010030701,C0318,mega titan fists 7day,W,999999999,7,mega titan fists 7day,泰坦铁拳,戴上泰坦铁拳，让敌人感受泰坦之怒吧！
1010042901,B0368,mega titan backpack 7day,D,999999999,7,mega titan backpack 7day,泰坦背包,利用泰坦身上材料制作的背包。装备后经验加成10%。
1010043001,B0369,mega titan helmet 7day,D,999999999,7,mega titan helmet 7day,泰坦头盔,极具威慑力的头盔，深红的双眼充满愤怒。装备后经验值加成10%。
9000049701,I0300,children day namecard 30day,F,800,30,children day namecard 30day,“人小鬼大”名片,人小鬼大！使用后将名称背景显示为“人小鬼大”名片。
9000049801,I0301,parents day namecard 30day,F,1000,30,parents day namecard 30day,“坑爹呢”名片,坑与被坑都是一种态度。使用后将名称背景显示为“坑爹呢”名片。
9000049901,I0302,children day spray 30day,F,900,30,children day spray 30day,“人小鬼大”喷图,人小鬼大！装备后在游戏中按T键使用。
9000050001,I0303,parents day spray 30day,F,1100,30,parents day spray 30day,“坑爹呢”喷图 ,坑与被坑都是一种态度。装备后在游戏中按T键使用。
2010030801,C0319,DSR-1 Red Taping 7day,W,1300,7,DSR-1 Red Taping 7day,DSR-1 血鹰,在DSR-1的基础上进行了大幅改进，加快了换弹速度，提高了战斗力和生存力。枪身缠绕着血色绷带，让整把枪显得杀气腾腾。
2010030802,C0319,DSR-1 Red Taping 30day,W,3900,30,DSR-1 Red Taping 30day,DSR-1 血鹰,在DSR-1的基础上进行了大幅改进，加快了换弹速度，提高了战斗力和生存力。枪身缠绕着血色绷带，让整把枪显得杀气腾腾。
2010030803,C0319,DSR-1 Red Taping 90day,W,5900,90,DSR-1 Red Taping 90day,DSR-1 血鹰,在DSR-1的基础上进行了大幅改进，加快了换弹速度，提高了战斗力和生存力。枪身缠绕着血色绷带，让整把枪显得杀气腾腾。
2010030804,C0319,DSR-1 Red Taping 180day,W,8000,180,DSR-1 Red Taping 180day,DSR-1 血鹰,在DSR-1的基础上进行了大幅改进，加快了换弹速度，提高了战斗力和生存力。枪身缠绕着血色绷带，让整把枪显得杀气腾腾。
2010030901,C0320,D.E-Royal Dragon 7 Day,W,1000,7,D.E-Royal Dragon 7 Day,沙漠之鹰-战龙,沙漠之鹰的限量加强版，黄金战龙的尊贵外观与精湛工艺完美结合，战龙版本的沙鹰更加稳定，作战性能更强！
2010030902,C0320,D.E-Royal Dragon 30 Day,W,4900,30,D.E-Royal Dragon 30 Day,沙漠之鹰-战龙,沙漠之鹰的限量加强版，黄金战龙的尊贵外观与精湛工艺完美结合，战龙版本的沙鹰更加稳定，作战性能更强！
2010030903,C0320,D.E-Royal Dragon 90 Day,W,5000,90,D.E-Royal Dragon 90 Day,沙漠之鹰-战龙,沙漠之鹰的限量加强版，黄金战龙的尊贵外观与精湛工艺完美结合，战龙版本的沙鹰更加稳定，作战性能更强！
2010030904,C0320,D.E-Royal Dragon 180 Day,W,7000,180,D.E-Royal Dragon 180 Day,沙漠之鹰-战龙,沙漠之鹰的限量加强版，黄金战龙的尊贵外观与精湛工艺完美结合，战龙版本的沙鹰更加稳定，作战性能更强！
2010031001,C0321,M4A1-S Ultimate Silver 7day,W,1900,7,M4A1-S Ultimate Silver 7day,M4A1-狼牙,M4A1的加强型，使用“狼牙”版特有的高反射材料，拥有耀眼的银色外观，枪体也更加轻量化，稳定性和战斗力更上一层。“狼牙”就意味着快准狠！
2010031002,C0321,M4A1-S Ultimate Silver 30day,W,6000,30,M4A1-S Ultimate Silver 30day,M4A1-狼牙,M4A1的加强型，使用“狼牙”版特有的高反射材料，拥有耀眼的银色外观，枪体也更加轻量化，稳定性和战斗力更上一层。“狼牙”就意味着快准狠！
2010031003,C0321,M4A1-S Ultimate Silver 90day,W,9500,90,M4A1-S Ultimate Silver 90day,M4A1-狼牙,M4A1的加强型，使用“狼牙”版特有的高反射材料，拥有耀眼的银色外观，枪体也更加轻量化，稳定性和战斗力更上一层。“狼牙”就意味着快准狠！
2010031004,C0321,M4A1-S Ultimate Silver 180day,W,11800,180,M4A1-S Ultimate Silver 180day,M4A1-狼牙,M4A1的加强型，使用“狼牙”版特有的高反射材料，拥有耀眼的银色外观，枪体也更加轻量化，稳定性和战斗力更上一层。“狼牙”就意味着快准狠！
2010031101,C0322,9A-91,W,18000,999999999,9A-91,9A-91,KBP公司设计的9A-91是世界上最小的步枪之一，适应更高节奏的突击战斗。短小精悍的枪体具有很高的稳定性和机动性，有“袖中箭”的外号。
2010031201,C0323,CSRG M1915 7day,W,1000,7,CSRG M1915 7day,绍沙M1915,第一次世界大战中产量最高的轻机枪之一，以绍沙上校命名，使用8*50mm莱柏尔铁甲弹，拥有很高的杀伤力，伴随而来的是较大的后坐力，因此静止射击的杀伤效率最高。
2010031202,C0323,CSRG M1915 30day,W,3000,30,CSRG M1915 30day,绍沙M1915,第一次世界大战中产量最高的轻机枪之一，以绍沙上校命名，使用8*50mm莱柏尔铁甲弹，拥有很高的杀伤力，伴随而来的是较大的后坐力，因此静止射击的杀伤效率最高。
2010031203,C0323,CSRG M1915 90day,W,4900,90,CSRG M1915 90day,绍沙M1915,第一次世界大战中产量最高的轻机枪之一，以绍沙上校命名，使用8*50mm莱柏尔铁甲弹，拥有很高的杀伤力，伴随而来的是较大的后坐力，因此静止射击的杀伤效率最高。
2010031204,C0323,CSRG M1915 180day,W,6500,180,CSRG M1915 180day,绍沙M1915,第一次世界大战中产量最高的轻机枪之一，以绍沙上校命名，使用8*50mm莱柏尔铁甲弹，拥有很高的杀伤力，伴随而来的是较大的后坐力，因此静止射击的杀伤效率最高。
